category,screen,object,property,en,es,suggested_es,suggestion_from,similarity,internal_id
<HMI screen>,ENG_Manual_Power,Template_Button_4,Text OFF,Auto,Auto,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zYLPAPSVwaYdjHBrbRsLrVB7l5y7oh55WUK8Eptm0+IWr6ieKKjDAu6hEi3PnflqLKC4K6WmuyVEEPdTqnkKoag==
<HMI screen>,ENG_Manual_Power,Button_12,Text OFF,Axis S,Eje S,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zoTtbU7z4+C9DsYG4965SSFb1VrQXGZg9mWfwm081QZ2GfiRo0IsmbQIBZjT5ceC3OrhYBmpMI0j3rkBi/X41jQ==
<HMI screen>,ENG_Manual_Power,Button_11,Text OFF,Axis T,Eje T,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zx20YF/3yM2FGHmhCp2vS4Rc2NkI7hhqMk4n7fNZwjVbGRqu6wkmk2+GXe3Y++l5otIHJ5IL8t9iULj7WADXNEQ==
<HMI screen>,ENG_Manual_Power,Button_4,Text OFF,Axis X,Eje X,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zbTOMUCDk8EWVWtnUB/UPpFL4n2UzXDheNmXVkaEvpF6iXizFe6su/Haa7wDjhQlYH2FNZ3toVrEQ0TcBjd0s1g==
<HMI screen>,ENG_Manual_Power,Button_13,Text OFF,Axis X,Eje X,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zH+ut7YBz225V1H6GGHJwWyIcMu25qoYMLDlExaqre3Juhpp+TNdjzKjoA0ANlI2RgsBjtPF2C0xuL8TGlxYgdQ==
<HMI screen>,ENG_Manual_Power,Button_14,Text OFF,Axis Z,Eje Z,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zADL2IBTPOd093r+Z3kr8+hkm14iBgzf7aelzceBO2MeNHQzzIQqLEjfVRKEi9fGR008AzFD2pK9A6mG/qcRGPw==
<HMI screen>,ENG_Manual_Power,Button_10,Text OFF,Axis Z,Eje Z,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zfYx9LGDGXVFW4mCjgCTHI1zTCCj9g0C/jIZay0ygoC4blFmK2iKX62i+NLGJeW6mbJTzWLB1FIZXec7PpXv8Hw==
<HMI screen>,ENG_Manual_Power,Button_15,Text OFF,Bypass Tool Lock,Anular bloqueo de herramienta,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zaVxvccM0+evomofi+oqW2fNnQ28S0KXa5/UN4Nuf4h/T4VoqtgAOhfceXHtdxglpxmvTeDNmMtoQphkvxPvNHA==
<HMI screen>,ENG_Manual_Power,Button_17,Text OFF,MDI,MDI,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zD4fvaNk6vjrxjIoYt1GjE5mDdfwEKf2ejJ6jkpVpfl2C5y2PUszi6kmC27zcV0MbG7I45q6Obj9HJC7cgPHcOw==
<HMI screen>,ENG_Manual_Power,Template_Button_5,Text OFF,Manual,Manual,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zadge8sYEl7Rih4w45X/8qGrKylCkQYn4K2+DLFhHL62V/7nooLG7YjAivm0RQESCvkw/6FF/sA58otNe53pFcw==
<HMI screen>,ENG_Manual_Power,Text field_5,Text,POWER,POTENCIA,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z2PwlXFd7p2PukYAuRjFG9qKXDb6qOP4Ewo29sAM5gZYGUnBAOAB31bn8tVBWSobY2fI+XSBg4C3ocf1s6isb0Q==
<HMI screen>,ENG_Manual_Power,Button_16,Text OFF,Power,Potencia,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zQQYKZxfH3dL2qt/u8mobd7PpW3aThgt0qtpmsvAkV9OQuGeIorU9Gx7Mv0eGKx+uEOfDyx9aAHzQ6BenGYil/g==
<HMI screen>,ENG_Manual_Power,Start screen,Text ON,Start screen,Pantalla inicial,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z5XqxoU31kNkN+CQ7VfoK/kX6uQHa12Y17mEPCX1JIzIxWswS8rfLmxuxLp5DwAt44kyGKt7gPTR+eOqnRiXDLg==
<HMI screen>,ENG_Manual_Power,Start screen,Text OFF,Start screen,Pantalla inicial,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zCnuGlf12l4t+5us/AlvPRp8LUyBKILtKD1/l65Jn9YAid68+F3Sqtw1fM2Cy0S6cGE5V/5O3H8jEkDoQlJXwQA==
<HMI screen>,ENG_Manual_Power,Button_12,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zItFZTzwrWKc0tpJbllCnqS+8mP1D/0LidoeihHYvz3LeDOhieRLuSbZ/LD20+JKbb12imm4fodPevNAm3a3OkQ==
<HMI screen>,ENG_Manual_Power,Button_11,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zRlmsxcwaJ0PDYuxHdo1+3GgYJ7FDKVC6bq7erW4/voLmQYRGg167GJeEtI4JMJdEg3l7EY5DeD/rKaXz388lxQ==
<HMI screen>,ENG_Manual_Power,Button_2,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zCKAlf9Vp1II+VrOVra3Gu3v9buZY9ID1/woAAEaqZHDEKT5C4//558/d2W9sSFBf+7D/U3FFqfN9P7UEjApqOw==
<HMI screen>,ENG_Manual_Power,Button_1,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zItt3la7C33vgTsrXbd6Ra6CyyDHlUlo+kz5a38P9uTK2g9AcKfukCbqhE7sMSLT9dhFryVLYNxhGLI7+B+23OA==
<HMI screen>,ENG_Manual_Power,Button_4,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zLge/kRJC6EN29hcDdjnlk5RpMr1FJIoBd2m9Lp/0VHSotMn38VhzjJXbOwyukO9/6F9b2zxLFsv34JGhYwYSPg==
<HMI screen>,ENG_Manual_Power,Button_10,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zkAMGDpJUiZtnBCZtrC+Eeg6suqy0z/REoS9DA8uI7QSMlTZkZYJt0SST8s9q8joQ0OLzT49XlKQnuxY97gTgXA==
<HMI screen>,ENG_Manual_Power,Button_13,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zSJupecZwNltpKABzaeZa4OswsaiuckXXwsNDgpgCzGeWkPv/Scl3Lf5s6+ng8RgERqVDGkDhMPMcA73dFXSAag==
<HMI screen>,ENG_Manual_Power,Button_14,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z7/VfdELnkwqMSidXj/ms9Y5K8pAReJlYwf83B51XWjzsu5XbIkZ3b4BF3PE5k7mf+dFeLrtRoNvokPZ66gmNnw==
<HMI screen>,ENG_Manual_Power,Button_15,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zGBUTZHuKISt927rIwYQ/m8D78iDVSo2QL+iZCQBncxQuiE9rNXAF+rjKtMogkktaBuZFtfpB60da6AXk9gweKQ==
<HMI screen>,ENG_Manual_Power,Button_9,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zMyHY7ZdP83A9fmwUbB+YAe7DvtrMF6DfA4Xqdcap1CRuOnDJdyTeeCk2+DcwjC0Ef8gJg8Yk9iW1w2ZMp0b5uw==
<HMI screen>,ENG_Manual_Power,Button_3,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zLBRgZLDkt2kkwb4XO8pkWLMGRw4sVSHf6c3ZmHFNJwfFcCyBHm57fgObovwVLHn2BPqVELFYtJkycwgJnzz3kg==
<HMI screen>,ENG_Manual_Power,Button_6,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zbVcuYFhQuOKLdEZ5w3690WNPhaMD5AUZugTe1XECtDcGBrSD+XSSXqhCuqQT8VpZ0BhGHj39IvbnmJCSqahRGg==
<HMI screen>,ENG_Manual_Power,Button_7,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zuxXk9RknXeptaZVwo3HJTSftcrvTOrBCBILtjlKqDfQ6OBgnySsIqkwd3cEpssazexF6oRaIgcxydv4Y3V2T6Q==
<HMI screen>,ENG_Manual_Power,Button_8,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zXbH+3OtFaOWWwBGT+XLeHaItRaK8lFxrWGXqUxUlFQ+5xjkt4STE7kfZZr1RTLUP+D/os2pQzmWX+BsKgSAEMA==
<HMI screen>,ENG_Manual_Power,Button_16,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zw8/GLS46EAiTVn091hiswSkgQvXGZZKGYqIArPcSXxBhAgnoaW1d7F4oUpEpxsHbAGKPV4c8jZA+35eU+wLmIA==
<HMI screen>,ENG_Manual_Power,Button_17,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zguNWFUv6X2bejJWqybqmhhzGpQYQz6VfKkVjunWlZZWbbySed72jWs8mLElnzWwdpKn3I2VZEOJyCU6BAfajiA==
<HMI screen>,ENG_Manual_Power,Button_5,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zlwYbdh0pFMbU99fIzYTugEEzus6eDn7/PNIRPl+cGCpp/+bVby02Ep9zwpak2d2FBJkS1JnUFAyWZ17Tg1P32g==
<HMI screen>,Group_2,Button_2,Text OFF,PUSH,PULSAR,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zceAklLEFuASs4meZlBQNDEgZLRNxUJFfD2n7EUQMDPNCC21wxhJRuQwNOxtY/rwKNpghVVhg9oWa8e06y/aa4g==
<HMI screen>,Group_2,Button_1,Text OFF,PUSH,PULSAR,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zWxuX3R9XlB5kpFOE6Hpg1bg2LhbbPxVRL57E75oU0YRmR1M1B15hL+ewPN5Dl+2k/XbtYUGq/mIbQLuXOVFd/A==
<HMI screen>,Group_2,Button_1,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zp1ZxBykLSZxzdUgWKOLGynBjGTUjRbQzhBn7W8gsyy6Qb7VmnNwg7rvG5YQsp9aI3LTLAuzn1kuV4BUf0yfk4Q==
<HMI screen>,Group_2,Button_2,Text ON,Text,Text,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zc+8H/NSJHEBGiwvulP0Bu8FiOnmMXnv6MdIHLGwrZG0KndqtJ5e2FwgvVPHLkGUbiF1i80vitofqF5gDhuMuig==
<HMI screen>,Group_2,Text field_3,Text,X,X,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zFPinvuS9o7G79y7c3a7I7zWiZjVkWl/R3ftTo6t3FM52mJ/iIdQHGvKbdATMwxeoA7B8Cx3giJtdPzGy7U3b8g==
<HMI screen>,Group_4,Text field_9,Text,ACT POS,ACT POS,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zZ0uE3nXqgK05Fo+fLYNkFEMvWYROKCUOxfIhzlhHr/RZ0kndeXD0koKRE8gtM0G1RomLKLIa0ML2RqmMq8ji3w==
<HMI screen>,Group_4,Text field_10,Text,ACT VEL,ACT VEL,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zva0zYrwKx5+BGSnnnWJr+HUWDpbjrh4rgQgzlkir1TnHrzCnh5StN+9JMTMEvNYw+7BO4ufmasr92aQbrZhCIQ==
<HMI screen>,Group_4,Text field_8,Text,BACKWARD,ATRÁS,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zBz7h/0vx0XnPaO9/CghNrZSP6Bm8Qbi77Q026Kk4xL+v3TQ7lDjR5XcBmFigq+YDhk3QiIwaaMKRDWZIb0eeVg==
<HMI screen>,Group_4,Text field_6,Text,FORWARD,ADELANTE,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zPlfemoIKwLidTAPJOI/pNYVtpVR8Ay37RH47CpEQD8sQ7gD9GDscaWV5qkIIGI0gvsoDqTfsYqtdZOwsQ77R1Q==
<Alarm>,HMI alarms,Discrete alarm_23,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zVEbHX47pq8BWWeTx9ro+fMOGyLUifqFRYDaFWCFyQePwbsBTmbEi0G/dh48eyuVWytEA6PpI8wvX+HdnWreUfw==
<Alarm>,HMI alarms,Discrete alarm_42,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zl7ZB9xH0pcSlHMEt0vQsS16s5lnBgFiCAsI5uwm/soKmG6xSvyT+UylWnAoRJRqjDaDXaDhZIaHoBhApNIIwyw==
<Alarm>,HMI alarms,Discrete alarm_43,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zeSKEISLyn/p1T6ruci1xm2fRY7QOoc+wpDoDeTvmUtKw0MZ9ZGoGwILdHWdZu5QEnrfxAEgQ71nhFaDUf22ekg==
<Alarm>,HMI alarms,Discrete alarm_41,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zYOKhYmHehfbVpwhLqOQrs66AwQeIrr3GOSK+PTUxhSIqBj4wSV4pPQSYFPXDGh11iV0MjvmsxBQG71gecTluSQ==
<Alarm>,HMI alarms,Discrete alarm_44,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zuwZVkLvUbfs5TBvTI+dR1HGippZH/si5F1PRQITVQgX/xyfyQ+tz86v6dI9jSsZsUqEbt/UeITssICde+XBmiA==
<Alarm>,HMI alarms,Discrete alarm_24,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z51aOTODI/GsTWsa5GuzydlQ+uACpNhS+t18OHM4D2mdWzLpd4tbB/09IxzT3fK3m2QIaTkU2dMrOdKw9isQLxA==
